timestamp,cell_id,SINR,latitude,longitude,RSRP,RSRQ,fault,model,CQI,Downlink_Throughput,Uplink_Throughput,RSP,Latency,id_x,user_count,id_y,traffic
2023-09-01 00:00:00,0,11.236203565420874,-22.58277861,-168.6854932,-63.86190035,-6.649208931,False,Model_C,,,,,,,158.0,,730GB
2023-09-01 00:00:00,1,28.521429192297486,81.12857515,49.10774805,-119.4481769,-18.27498377,False,Model_B,4.0,72.38694793945562,29.89564948583008,-100.30 dBm,65.95 ms,1.0,303.0,1.0,879GB
2023-09-01 00:00:00,2,21.959818254342153,41.75890953,-66.83184681,-102.9647415,-14.80881437,False,Model_A,3.0,20.342609804447054,29.426883355640204,-112.48 dBm,51.80 ms,2.0,256.0,2.0,964GB
2023-09-01 00:00:00,3,17.959754525911098,17.75852716,3.085448819,-80.88232443,-16.18742174,False,Model_C,2.0,82.2285458897152,32.06716983556426,-103.23 dBm,41.65 ms,3.0,132.0,3.0,492GB
2023-09-01 00:00:00,4,4.680559213273096,-61.91664472,146.7239306,-90.36637709,-16.96001394,False,Model_A,13.0,86.35811363280826,12.180028240573378,-89.70 dBm,85.40 ms,4.0,196.0,4.0,682GB
2023-09-01 00:00:00,5,4.679835610086079,-61.92098634,-90.25479751,-76.74360454,-14.76296654,False,Model_C,13.0,88.72465111630454,34.541761797047016,-90.13 dBm,57.22 ms,5.0,30.0,5.0,417GB
2023-09-01 00:00:00,6,1.7425083650459838,-79.54494981,-32.26214771,-97.93705182,-15.49155975,False,Model_C,2.0,58.3094503844548,41.399518495297706,-104.00 dBm,37.21 ms,6.0,295.0,6.0,898GB
2023-09-01 00:00:00,7,25.985284373248057,65.91170624,91.99840988,-61.2664285,-11.7253834,False,Model_B,14.0,44.76021869639435,37.99313579249456,-64.11 dBm,60.73 ms,7.0,334.0,7.0,705GB
2023-09-01 00:00:00,8,18.033450352296263,18.20070211,-97.63266042,-72.31132179,-11.45516942,False,Model_C,10.0,57.06320012834222,19.990397341247018,-117.19 dBm,41.36 ms,8.0,181.0,8.0,810GB
2023-09-01 00:00:00,9,21.242177333881365,37.453064,-152.2872325,-108.2854207,-7.718314041,False,Model_A,10.0,88.92150292500806,3.276718484206155,-114.01 dBm,12.86 ms,9.0,430.0,9.0,934GB
2023-09-01 00:00:00,10,0.6175348288740734,-86.29479103,-75.68947695,-73.88675914,-19.25873588,False,Model_C,12.0,56.79324227728304,28.33613455255391,-96.61 dBm,80.50 ms,10.0,28.0,10.0,551GB
2023-09-01 00:00:00,11,29.09729556485983,84.58377339,-121.9603366,-62.76428538,-4.447305366,False,Model_B,7.0,18.788959696129083,24.776606264937755,-83.44 dBm,64.32 ms,11.0,170.0,11.0,270GB
2023-09-01 00:00:00,12,24.973279224012654,59.83967534,154.6911548,-62.81568918,-14.37724482,False,Model_A,1.0,49.3238396814841,33.63499016729572,-91.49 dBm,59.12 ms,12.0,466.0,12.0,178GB
2023-09-01 00:00:00,13,6.370173320348284,-51.77896008,110.9233366,-62.18280137,-5.498839257,False,Model_C,9.0,40.8948739970312,6.055097375515882,-100.52 dBm,15.39 ms,13.0,322.0,13.0,961GB
2023-09-01 00:00:00,14,5.454749016213018,-57.2715059,48.02535234,-108.5453381,-15.43592743,False,Model_A,8.0,72.57075843488008,30.553746519156828,-92.03 dBm,81.56 ms,14.0,426.0,14.0,448GB
2023-09-01 00:00:00,15,5.502135295603015,-56.98718823,133.7258125,-86.59192425,-4.085368839,False,Model_B,13.0,60.94908403979264,16.293380027129512,-81.03 dBm,41.07 ms,15.0,192.0,15.0,774GB
2023-09-01 00:00:00,16,9.127267288786133,-35.23639627,109.3219477,-114.1694104,-9.544877146,False,Model_B,4.0,94.41970228025166,5.582959722599388,-65.25 dBm,99.91 ms,16.0,298.0,16.0,761GB
2023-09-01 00:00:00,17,15.742692948967136,4.456157694,-112.8347788,-104.7501811,-14.98006,False,Model_B,8.0,61.46044887806082,21.19217381946808,-85.82 dBm,29.18 ms,17.0,443.0,17.0,298GB
2023-09-01 00:00:00,18,12.958350559263472,-12.24989664,141.3212395,-111.8027201,-7.948513053,False,Model_A,3.0,77.74256565662888,48.85311223920304,-65.52 dBm,44.21 ms,18.0,223.0,18.0,610GB
2023-09-01 00:00:00,19,8.736874205941257,-37.57875476,14.16320709,-71.43833067,-6.22807229,False,Model_B,9.0,18.7755213850197,33.21107495918935,-68.77 dBm,70.72 ms,19.0,249.0,19.0,810GB
2023-09-01 00:00:00,20,18.355586841671386,20.13352105,110.6784559,-115.1043492,-19.91185733,False,Model_A,1.0,69.69741467685887,10.515704770299935,-69.56 dBm,98.65 ms,20.0,226.0,20.0,898GB
2023-09-01 00:00:00,21,4.184815819561255,-64.89110508,142.592868,-115.743545,-13.25467494,True,Model_A,5.0,60.68221975112707,40.2614453946311,-115.59 dBm,34.41 ms,21.0,41.0,21.0,773GB
2023-09-01 00:00:00,22,8.764339456056545,-37.41396326,-65.51874901,-99.72029059,-13.61508981,True,Model_C,11.0,26.485654594675438,31.322615359037304,-110.95 dBm,94.66 ms,22.0,248.0,22.0,308GB
2023-09-01 00:00:00,23,10.99085529881075,-24.05486821,-140.3813072,-79.67843188,-14.42140465,False,Model_C,13.0,94.67348822998385,40.51682288869877,-106.31 dBm,44.17 ms,23.0,337.0,23.0,706GB
2023-09-01 00:00:00,24,13.682099526511077,-7.907402841,-97.94334148,-102.8075249,-9.95583457,True,Model_B,7.0,65.03000414449143,38.420509560782094,-82.08 dBm,86.76 ms,24.0,172.0,24.0,727GB
2023-09-01 00:00:00,25,23.555278841790408,51.33167305,-26.24119609,-70.64396636,-13.8767591,False,Model_B,15.0,76.2474329486836,42.5900650613142,-117.16 dBm,86.68 ms,25.0,227.0,25.0,260GB
2023-09-01 00:00:00,26,5.990213464750792,-54.05871921,114.4853157,-70.32785977,-15.38377043,False,Model_A,4.0,19.292095463505625,24.064176644268144,-77.74 dBm,63.72 ms,26.0,265.0,26.0,204GB
2023-09-01 00:00:00,27,15.427033152408349,2.562198914,129.86301,-114.8791521,-19.12141074,False,Model_C,5.0,66.28423804657095,10.510869105260829,-79.26 dBm,93.04 ms,27.0,494.0,27.0,632GB
2023-09-01 00:00:00,28,17.772437065861276,16.6346224,-177.497233,-78.02926735,-17.64799743,False,Model_C,15.0,31.722963252425334,46.65405076656186,-92.38 dBm,18.54 ms,28.0,496.0,28.0,263GB
2023-09-01 00:00:00,29,1.3935123815999317,-81.63892571,3.869028928,-89.0219791,-14.50973996,False,Model_B,4.0,81.7645864444527,11.697093517961349,-71.90 dBm,74.38 ms,29.0,469.0,29.0,224GB
2023-09-01 00:00:00,30,18.22634555704315,19.35807334,-29.73203887,-93.98875575,-7.351275069,False,Model_C,12.0,62.33349297935159,13.766139405870861,-109.81 dBm,62.58 ms,30.0,441.0,30.0,995GB
2023-09-01 00:00:00,31,5.115723710618746,-59.30565774,-100.0411882,-62.24109512,-5.788337951,False,Model_B,9.0,45.771483415497464,22.208952762573368,-63.30 dBm,67.43 ms,31.0,162.0,31.0,674GB
2023-09-01 00:00:00,32,1.9515477895583855,-78.29071326,-136.8484678,-116.5083843,-4.44136663,False,Model_A,3.0,64.26590725318847,6.459147750068839,-73.83 dBm,54.07 ms,32.0,108.0,32.0,246GB
2023-09-01 00:00:00,33,28.466566117599996,80.79939671,-58.45853829,-114.3676026,-16.89127805,False,Model_B,14.0,44.85621792364189,43.09171974957764,-117.82 dBm,93.74 ms,33.0,85.0,33.0,419GB
2023-09-01 00:00:00,34,28.96896099223678,83.81376595,159.4474934,-62.70808316,-7.455752416,False,Model_A,8.0,23.67622247748755,45.16654398934972,-93.90 dBm,97.07 ms,34.0,134.0,34.0,341GB
2023-09-01 00:00:00,35,24.251920443493834,55.51152266,-63.64694447,-76.19764101,-19.18882583,False,Model_B,6.0,11.988971275496116,9.711504828015027,-107.75 dBm,43.90 ms,35.0,271.0,35.0,912GB
2023-09-01 00:00:00,36,9.13841307520112,-35.16952155,6.764623828,-74.52923337,-19.75531069,False,Model_C,5.0,72.75348709764972,47.16168816565738,-87.14 dBm,98.43 ms,36.0,442.0,36.0,744GB
2023-09-01 00:00:00,37,2.930163420191516,-72.41901948,73.0868252,-114.3505807,-14.70597374,False,Model_A,5.0,22.07130535279864,35.823966432491446,-105.03 dBm,20.72 ms,37.0,462.0,37.0,527GB
2023-09-01 00:00:00,38,20.526990795364707,33.16194477,-49.09334314,-91.54957025,-18.33681927,False,Model_A,13.0,59.397135127978984,7.3899826862240054,-93.68 dBm,35.66 ms,38.0,300.0,38.0,615GB
2023-09-01 00:00:00,39,13.204574812188039,-10.77255113,169.8415498,-99.22174073,-12.10054518,False,Model_C,7.0,77.92685988072147,49.88296910489755,-118.00 dBm,61.03 ms,39.0,32.0,39.0,638GB
2023-09-01 00:00:00,40,3.6611470453433648,-68.03311773,166.4810262,-83.04899412,-9.203407935,True,Model_B,14.0,98.45085548063001,11.848645351318096,-101.21 dBm,41.42 ms,40.0,400.0,40.0,284GB
2023-09-01 00:00:00,41,14.855307303338105,-0.86815618,-89.3583735,-119.0817276,-4.131582763,False,Model_C,5.0,55.46885917996542,32.82672931639027,-85.10 dBm,39.48 ms,41.0,312.0,41.0,555GB
2023-09-01 00:00:00,42,1.0316556334565519,-83.8100662,-0.990537879,-78.96217384,-9.530530205,False,Model_A,7.0,87.36480542524335,40.77644506278851,-83.22 dBm,45.25 ms,42.0,329.0,42.0,794GB
2023-09-01 00:00:00,43,27.279612062363462,73.67767237,-71.68380847,-118.4093214,-10.04181512,False,Model_B,14.0,78.55242357517282,32.38130509814649,-83.66 dBm,97.26 ms,43.0,442.0,43.0,193GB
2023-09-01 00:00:00,44,7.7633994480005075,-43.41960331,-77.45742202,-85.5979775,-17.815494,False,Model_B,10.0,78.0573990368028,38.80169220031885,-112.78 dBm,65.22 ms,44.0,434.0,44.0,118GB
2023-09-01 00:00:00,45,19.87566853061946,29.25401118,-166.720699,-63.51211147,-13.43625516,False,Model_C,2.0,10.69116800776533,38.83699380432346,-104.28 dBm,51.21 ms,45.0,253.0,45.0,516GB
2023-09-01 00:00:00,46,9.351332282682328,-33.8920063,39.44316023,-107.5989384,-15.34266084,False,Model_B,11.0,72.24929465988888,42.47462919014724,-81.59 dBm,18.74 ms,46.0,400.0,46.0,646GB
2023-09-01 00:00:00,47,15.602040635334324,3.612243812,0.964448362,-118.9066905,-18.39446967,False,Model_B,4.0,27.50607489778602,38.137564748759424,-64.44 dBm,99.87 ms,47.0,318.0,47.0,418GB
2023-09-01 00:00:00,48,16.40130838029839,8.407850282,-161.4676496,-80.65664188,-13.44825744,False,Model_A,8.0,87.04750814232324,40.964642393004844,-82.07 dBm,38.20 ms,48.0,432.0,48.0,327GB
2023-09-01 00:00:00,49,5.545633665765811,-56.72619801,-79.68727287,-71.13189104,-15.20846883,False,Model_B,6.0,74.07871469180408,6.187847269798761,-99.21 dBm,83.42 ms,49.0,338.0,49.0,655GB
2023-09-01 00:00:00,50,29.087538832936758,84.525233,146.9757189,-99.09980373,-4.076981418,True,Model_A,3.0,49.723266740192145,28.67119131317038,-116.56 dBm,94.38 ms,50.0,30.0,50.0,498GB
2023-09-01 00:00:00,51,23.253984700833435,49.52390821,-93.75771936,-71.79114418,-15.20541227,False,Model_A,10.0,10.202708247533245,22.164874169142895,-76.24 dBm,42.12 ms,51.0,19.0,51.0,869GB
2023-09-01 00:00:00,52,28.184968246925674,79.10980948,-127.837846,-85.88878298,-10.20928222,False,Model_A,8.0,94.50639760902287,32.161445000569984,-70.92 dBm,27.86 ms,52.0,81.0,52.0,315GB
2023-09-01 00:00:00,53,26.844820512829465,71.06892308,-3.7970063,-104.999013,-10.13075179,False,Model_B,8.0,42.321424609608925,17.6034115243235,-60.32 dBm,30.37 ms,53.0,360.0,53.0,884GB
2023-09-01 00:00:00,54,17.936999364332554,17.62199619,174.8341635,-105.6841884,-8.442638742,False,Model_A,12.0,93.82934072820055,19.44147716738063,-95.38 dBm,48.02 ms,54.0,101.0,54.0,453GB
2023-09-01 00:00:00,55,27.656227050693506,75.9373623,-92.86010226,-113.8125679,-4.656600586,False,Model_C,7.0,88.33790798207487,45.2383639451978,-85.58 dBm,78.60 ms,55.0,180.0,55.0,657GB
2023-09-01 00:00:00,56,2.6547750615575847,-74.07134963,61.96879707,-100.7970239,-4.776105116,False,Model_A,2.0,71.57800792579516,46.55772809194921,-114.63 dBm,19.83 ms,56.0,10.0,56.0,310GB
2023-09-01 00:00:00,57,5.879485872574356,-54.72308476,94.18306152,-65.67708141,-18.44812649,False,Model_A,15.0,64.70688424102076,25.092263223152138,-100.01 dBm,46.30 ms,57.0,58.0,57.0,883GB
2023-09-01 00:00:00,58,1.356818667316142,-81.859088,-94.45048416,-79.39380573,-11.79714386,False,Model_B,15.0,24.646066159964402,8.990010350534192,-94.06 dBm,20.56 ms,58.0,2.0,58.0,470GB
2023-09-01 00:00:00,59,9.759909922897931,-31.44054046,82.1578855,-114.4977512,-9.75850426,False,Model_A,13.0,27.208528976078174,45.9492702456599,-100.37 dBm,48.74 ms,59.0,22.0,59.0,984GB
2023-09-01 00:00:00,60,11.660318690684461,-20.03808786,-47.59807222,-74.85752823,-6.543156257,False,Model_A,7.0,62.80754712483215,41.775251483426224,-82.62 dBm,42.57 ms,60.0,389.0,60.0,952GB
2023-09-01 00:00:00,61,8.140470953216877,-41.15717428,47.63009901,-64.14425366,-3.437780455,False,Model_A,9.0,74.17955458750043,32.23492600063105,-99.95 dBm,10.17 ms,61.0,199.0,61.0,228GB
2023-09-01 00:00:00,62,24.86212527455788,59.17275165,48.07069587,-93.50816992,-4.909028893,False,Model_B,8.0,27.16109548244962,10.428762244514877,-107.47 dBm,16.82 ms,62.0,263.0,62.0,280GB
2023-09-01 00:00:00,63,10.702599800807679,-25.7844012,12.87888627,-61.88088336,-8.303489827,False,Model_B,8.0,48.95207277912795,20.447956953527743,-74.63 dBm,98.78 ms,63.0,213.0,63.0,569GB
2023-09-01 00:00:00,64,8.428035290621423,-39.43178826,-147.4956828,-113.9326394,-18.5701843,False,Model_A,15.0,81.84280093933518,6.297802097093734,-94.12 dBm,54.72 ms,64.0,167.0,64.0,189GB
2023-09-01 00:00:00,65,16.280882494747456,7.685294968,120.7088984,-96.20090388,-4.837752551,False,Model_B,2.0,93.1248833169369,29.61207801549187,-104.62 dBm,91.24 ms,65.0,249.0,65.0,271GB
2023-09-01 00:00:00,66,4.22772674924288,-64.6336395,-64.51917661,-114.9097372,-3.227127165,False,Model_A,6.0,43.99255887243157,45.6143940874756,-108.04 dBm,82.85 ms,66.0,230.0,66.0,748GB
2023-09-01 00:00:00,67,24.06590942262119,54.39545654,-112.8533363,-67.17840188,-15.97635171,False,Model_A,2.0,76.56018283007703,23.69987909602079,-83.20 dBm,53.78 ms,67.0,114.0,67.0,977GB
2023-09-01 00:00:00,68,2.236519310393125,-76.58088414,-165.320949,-74.79730888,-13.60358705,True,Model_A,7.0,70.63847985911657,31.541416407116017,-97.68 dBm,89.84 ms,68.0,94.0,68.0,113GB
2023-09-01 00:00:00,69,29.60660809801552,87.63964859,32.72145955,-97.32074459,-8.013565807,False,Model_A,15.0,59.99312649910145,43.06880473969105,-79.37 dBm,39.75 ms,69.0,258.0,69.0,580GB
2023-09-01 00:00:00,70,23.167343078899723,49.00405847,63.92317026,-113.3281511,-11.62537323,True,Model_C,12.0,90.92393726749954,48.02797072723066,-118.68 dBm,57.13 ms,70.0,59.0,70.0,985GB
2023-09-01 00:00:00,71,5.961470446025173,-54.23117732,-174.0283816,-116.6218035,-17.98009542,False,Model_B,11.0,70.63658040739745,40.887669044950215,-77.65 dBm,48.98 ms,71.0,283.0,71.0,888GB
2023-09-01 00:00:00,72,0.16566351370807197,-89.00601892,4.353500988,-75.34730058,-8.422329739,False,Model_A,14.0,48.432745194763974,33.39444533240042,-68.76 dBm,26.90 ms,72.0,342.0,72.0,807GB
2023-09-01 00:00:00,73,24.463842853645026,56.78305712,-98.46152093,-97.50776523,-15.14289453,False,Model_A,12.0,62.47678292712988,26.768042848406775,-93.76 dBm,94.21 ms,73.0,439.0,73.0,129GB
2023-09-01 00:00:00,74,21.205720315428515,37.23432189,52.26220455,-93.8198501,-6.364142767,False,Model_B,4.0,74.78126550973111,45.83460076332324,-65.36 dBm,82.39 ms,74.0,267.0,74.0,611GB
2023-09-01 00:00:00,75,21.87021504122962,41.22129025,-117.2280856,-117.4104053,-4.850567067,False,Model_A,7.0,13.482073076166756,49.74466083629818,-86.06 dBm,48.65 ms,75.0,120.0,75.0,542GB
2023-09-01 00:00:00,76,23.138110400578373,48.8286624,68.73758572,-64.85305708,-15.69916714,False,Model_C,14.0,44.83906477320516,5.203538021367734,-62.47 dBm,47.03 ms,76.0,369.0,76.0,293GB
2023-09-01 00:00:00,77,2.2213395520227106,-76.67196269,-40.77527533,-88.61412935,-9.300223152,False,Model_A,1.0,40.75391028809372,36.85959541001054,-75.46 dBm,33.87 ms,77.0,431.0,77.0,698GB
2023-09-01 00:00:00,78,10.753971856328178,-25.47616886,157.2227959,-60.2501175,-8.15227405,False,Model_C,6.0,92.48284069213497,36.68375440411767,-81.78 dBm,63.20 ms,78.0,369.0,78.0,725GB
